i,dup_var_name,Variable,Type,dev-cat,CIP_code,VALUE,LABEL,developer-friendly name
866,DBRR4_FED_UG_N,DBRR4_FED_UG_N,integer,repayment,NA,NA,NA,4_yr_db_fed_repayment.ug.count
867,DBRR4_FED_UG_NUM,DBRR4_FED_UG_NUM,num,repayment,NA,NA,NA,4_yr_db_fed_repayment.ug.numerator
868,DBRR4_FED_UG_DEN,DBRR4_FED_UG_DEN,num,repayment,NA,NA,NA,4_yr_db_fed_repayment.ug.denominator
869,DBRR4_FED_UG_RT,DBRR4_FED_UG_RT,num,repayment,NA,NA,NA,4_yr_db_fed_repayment.ug.rate
870,DBRR4_FED_GR_N,DBRR4_FED_GR_N,integer,repayment,NA,NA,NA,4_yr_db_fed_repayment.gr.count
871,DBRR4_FED_GR_NUM,DBRR4_FED_GR_NUM,num,repayment,NA,NA,NA,4_yr_db_fed_repayment.gr.numerator
872,DBRR4_FED_GR_DEN,DBRR4_FED_GR_DEN,num,repayment,NA,NA,NA,4_yr_db_fed_repayment.gr.denominator
873,DBRR4_FED_GR_RT,DBRR4_FED_GR_RT,num,repayment,NA,NA,NA,4_yr_db_fed_repayment.gr.rate
874,DBRR4_FED_UGCOMP_N,DBRR4_FED_UGCOMP_N,integer,repayment,NA,NA,NA,4_yr_db_fed_repayment.ug_completer.count
875,DBRR4_FED_UGCOMP_NUM,DBRR4_FED_UGCOMP_NUM,num,repayment,NA,NA,NA,4_yr_db_fed_repayment.ug_completer.numerator
876,DBRR4_FED_UGCOMP_DEN,DBRR4_FED_UGCOMP_DEN,num,repayment,NA,NA,NA,4_yr_db_fed_repayment.ug_completer.denominator
877,DBRR4_FED_UGCOMP_RT,DBRR4_FED_UGCOMP_RT,num,repayment,NA,NA,NA,4_yr_db_fed_repayment.ug_completer.rate
878,DBRR4_FED_UGNOCOMP_N,DBRR4_FED_UGNOCOMP_N,integer,repayment,NA,NA,NA,4_yr_db_fed_repayment.ug_noncompleter.count
879,DBRR4_FED_UGNOCOMP_NUM,DBRR4_FED_UGNOCOMP_NUM,num,repayment,NA,NA,NA,4_yr_db_fed_repayment.ug_noncompleter.numerator
880,DBRR4_FED_UGNOCOMP_DEN,DBRR4_FED_UGNOCOMP_DEN,num,repayment,NA,NA,NA,4_yr_db_fed_repayment.ug_noncompleter.denominator
881,DBRR4_FED_UGNOCOMP_RT,DBRR4_FED_UGNOCOMP_RT,num,repayment,NA,NA,NA,4_yr_db_fed_repayment.ug_noncompleter.rate
882,DBRR4_FED_UGUNK_N,DBRR4_FED_UGUNK_N,integer,repayment,NA,NA,NA,4_yr_db_fed_repayment.ug_completer_unknown.count
883,DBRR4_FED_UGUNK_NUM,DBRR4_FED_UGUNK_NUM,num,repayment,NA,NA,NA,4_yr_db_fed_repayment.ug_completer_unknown.numerator
884,DBRR4_FED_UGUNK_DEN,DBRR4_FED_UGUNK_DEN,num,repayment,NA,NA,NA,4_yr_db_fed_repayment.ug_completer_unknown.denominator
885,DBRR4_FED_UGUNK_RT,DBRR4_FED_UGUNK_RT,num,repayment,NA,NA,NA,4_yr_db_fed_repayment.ug_completer_unknown.rate
886,DBRR5_FED_UG_N,DBRR5_FED_UG_N,integer,repayment,NA,NA,NA,5_yr_db_fed_repayment.ug.count
887,DBRR5_FED_UG_NUM,DBRR5_FED_UG_NUM,num,repayment,NA,NA,NA,5_yr_db_fed_repayment.ug.numerator
888,DBRR5_FED_UG_DEN,DBRR5_FED_UG_DEN,num,repayment,NA,NA,NA,5_yr_db_fed_repayment.ug.denominator
889,DBRR5_FED_UG_RT,DBRR5_FED_UG_RT,num,repayment,NA,NA,NA,5_yr_db_fed_repayment.ug.rate
890,DBRR5_FED_GR_N,DBRR5_FED_GR_N,integer,repayment,NA,NA,NA,5_yr_db_fed_repayment.gr.count
891,DBRR5_FED_GR_NUM,DBRR5_FED_GR_NUM,num,repayment,NA,NA,NA,5_yr_db_fed_repayment.gr.numerator
892,DBRR5_FED_GR_DEN,DBRR5_FED_GR_DEN,num,repayment,NA,NA,NA,5_yr_db_fed_repayment.gr.denominator
893,DBRR5_FED_GR_RT,DBRR5_FED_GR_RT,num,repayment,NA,NA,NA,5_yr_db_fed_repayment.gr.rate
894,DBRR10_FED_UG_N,DBRR10_FED_UG_N,integer,repayment,NA,NA,NA,10_yr_db_fed_repayment.ug.count
895,DBRR10_FED_UG_NUM,DBRR10_FED_UG_NUM,num,repayment,NA,NA,NA,10_yr_db_fed_repayment.ug.numerator
896,DBRR10_FED_UG_DEN,DBRR10_FED_UG_DEN,num,repayment,NA,NA,NA,10_yr_db_fed_repayment.ug.denominator
897,DBRR10_FED_UG_RT,DBRR10_FED_UG_RT,num,repayment,NA,NA,NA,10_yr_db_fed_repayment.ug.rate
898,DBRR10_FED_GR_N,DBRR10_FED_GR_N,integer,repayment,NA,NA,NA,10_yr_db_fed_repayment.gr.count
899,DBRR10_FED_GR_NUM,DBRR10_FED_GR_NUM,num,repayment,NA,NA,NA,10_yr_db_fed_repayment.gr.numerator
900,DBRR10_FED_GR_DEN,DBRR10_FED_GR_DEN,num,repayment,NA,NA,NA,10_yr_db_fed_repayment.gr.denominator
901,DBRR10_FED_GR_RT,DBRR10_FED_GR_RT,num,repayment,NA,NA,NA,10_yr_db_fed_repayment.gr.rate
902,DBRR20_FED_UG_N,DBRR20_FED_UG_N,integer,repayment,NA,NA,NA,20_yr_db_fed_repayment.ug.count
903,DBRR20_FED_UG_NUM,DBRR20_FED_UG_NUM,num,repayment,NA,NA,NA,20_yr_db_fed_repayment.ug.numerator
904,DBRR20_FED_UG_DEN,DBRR20_FED_UG_DEN,num,repayment,NA,NA,NA,20_yr_db_fed_repayment.ug.denominator
905,DBRR20_FED_UG_RT,DBRR20_FED_UG_RT,num,repayment,NA,NA,NA,20_yr_db_fed_repayment.ug.rate
906,DBRR20_FED_GR_N,DBRR20_FED_GR_N,integer,repayment,NA,NA,NA,20_yr_db_fed_repayment.gr.count
907,DBRR20_FED_GR_NUM,DBRR20_FED_GR_NUM,num,repayment,NA,NA,NA,20_yr_db_fed_repayment.gr.numerator
908,DBRR20_FED_GR_DEN,DBRR20_FED_GR_DEN,num,repayment,NA,NA,NA,20_yr_db_fed_repayment.gr.denominator
909,DBRR20_FED_GR_RT,DBRR20_FED_GR_RT,num,repayment,NA,NA,NA,20_yr_db_fed_repayment.gr.rate
910,DBRR1_PP_UG_N,DBRR1_PP_UG_N,integer,repayment,NA,NA,NA,1_yr_db_pp_repayment.ug.count
911,DBRR1_PP_UG_NUM,DBRR1_PP_UG_NUM,num,repayment,NA,NA,NA,1_yr_db_pp_repayment.ug.numerator
912,DBRR1_PP_UG_DEN,DBRR1_PP_UG_DEN,num,repayment,NA,NA,NA,1_yr_db_pp_repayment.ug.denominator
913,DBRR1_PP_UG_RT,DBRR1_PP_UG_RT,num,repayment,NA,NA,NA,1_yr_db_pp_repayment.ug.rate
914,DBRR1_PP_UGCOMP_N,DBRR1_PP_UGCOMP_N,integer,repayment,NA,NA,NA,1_yr_db_pp_repayment.ug_completer.count
915,DBRR1_PP_UGCOMP_NUM,DBRR1_PP_UGCOMP_NUM,num,repayment,NA,NA,NA,1_yr_db_pp_repayment.ug_completer.numerator
916,DBRR1_PP_UGCOMP_DEN,DBRR1_PP_UGCOMP_DEN,num,repayment,NA,NA,NA,1_yr_db_pp_repayment.ug_completer.denominator
917,DBRR1_PP_UGCOMP_RT,DBRR1_PP_UGCOMP_RT,num,repayment,NA,NA,NA,1_yr_db_pp_repayment.ug_completer.rate
918,DBRR1_PP_UGNOCOMP_N,DBRR1_PP_UGNOCOMP_N,integer,repayment,NA,NA,NA,1_yr_db_pp_repayment.ug_noncompleter.count
919,DBRR1_PP_UGNOCOMP_NUM,DBRR1_PP_UGNOCOMP_NUM,num,repayment,NA,NA,NA,1_yr_db_pp_repayment.ug_noncompleter.numerator
920,DBRR1_PP_UGNOCOMP_DEN,DBRR1_PP_UGNOCOMP_DEN,num,repayment,NA,NA,NA,1_yr_db_pp_repayment.ug_noncompleter.denominator
921,DBRR1_PP_UGNOCOMP_RT,DBRR1_PP_UGNOCOMP_RT,num,repayment,NA,NA,NA,1_yr_db_pp_repayment.ug_noncompleter.rate
922,DBRR1_PP_UGUNK_N,DBRR1_PP_UGUNK_N,integer,repayment,NA,NA,NA,1_yr_db_pp_repayment.ug_completer_unknown.count
923,DBRR1_PP_UGUNK_NUM,DBRR1_PP_UGUNK_NUM,num,repayment,NA,NA,NA,1_yr_db_pp_repayment.ug_completer_unknown.numerator
924,DBRR1_PP_UGUNK_DEN,DBRR1_PP_UGUNK_DEN,num,repayment,NA,NA,NA,1_yr_db_pp_repayment.ug_completer_unknown.denominator
925,DBRR1_PP_UGUNK_RT,DBRR1_PP_UGUNK_RT,num,repayment,NA,NA,NA,1_yr_db_pp_repayment.ug_completer_unknown.rate
926,DBRR4_PP_UG_N,DBRR4_PP_UG_N,integer,repayment,NA,NA,NA,4_yr_db_pp_repayment.ug.count
927,DBRR4_PP_UG_NUM,DBRR4_PP_UG_NUM,num,repayment,NA,NA,NA,4_yr_db_pp_repayment.ug.numerator
928,DBRR4_PP_UG_DEN,DBRR4_PP_UG_DEN,num,repayment,NA,NA,NA,4_yr_db_pp_repayment.ug.denominator
929,DBRR4_PP_UG_RT,DBRR4_PP_UG_RT,num,repayment,NA,NA,NA,4_yr_db_pp_repayment.ug.rate
930,DBRR4_PP_UGCOMP_N,DBRR4_PP_UGCOMP_N,integer,repayment,NA,NA,NA,4_yr_db_pp_repayment.ug_completer.count
931,DBRR4_PP_UGCOMP_NUM,DBRR4_PP_UGCOMP_NUM,num,repayment,NA,NA,NA,4_yr_db_pp_repayment.ug_completer.numerator
932,DBRR4_PP_UGCOMP_DEN,DBRR4_PP_UGCOMP_DEN,num,repayment,NA,NA,NA,4_yr_db_pp_repayment.ug_completer.denominator
933,DBRR4_PP_UGCOMP_RT,DBRR4_PP_UGCOMP_RT,num,repayment,NA,NA,NA,4_yr_db_pp_repayment.ug_completer.rate
934,DBRR4_PP_UGNOCOMP_N,DBRR4_PP_UGNOCOMP_N,integer,repayment,NA,NA,NA,4_yr_db_pp_repayment.ug_noncompleter.count
935,DBRR4_PP_UGNOCOMP_NUM,DBRR4_PP_UGNOCOMP_NUM,num,repayment,NA,NA,NA,4_yr_db_pp_repayment.ug_noncompleter.numerator
936,DBRR4_PP_UGNOCOMP_DEN,DBRR4_PP_UGNOCOMP_DEN,num,repayment,NA,NA,NA,4_yr_db_pp_repayment.ug_noncompleter.denominator
937,DBRR4_PP_UGNOCOMP_RT,DBRR4_PP_UGNOCOMP_RT,num,repayment,NA,NA,NA,4_yr_db_pp_repayment.ug_noncompleter.rate
938,DBRR4_PP_UGUNK_N,DBRR4_PP_UGUNK_N,integer,repayment,NA,NA,NA,4_yr_db_pp_repayment.ug_completer_unknown.count
939,DBRR4_PP_UGUNK_NUM,DBRR4_PP_UGUNK_NUM,num,repayment,NA,NA,NA,4_yr_db_pp_repayment.ug_completer_unknown.numerator
940,DBRR4_PP_UGUNK_DEN,DBRR4_PP_UGUNK_DEN,num,repayment,NA,NA,NA,4_yr_db_pp_repayment.ug_completer_unknown.denominator
941,DBRR4_PP_UGUNK_RT,DBRR4_PP_UGUNK_RT,num,repayment,NA,NA,NA,4_yr_db_pp_repayment.ug_completer_unknown.rate
942,DBRR5_PP_UG_N,DBRR5_PP_UG_N,integer,repayment,NA,NA,NA,5_yr_db_pp_repayment.ug.count
943,DBRR5_PP_UG_NUM,DBRR5_PP_UG_NUM,num,repayment,NA,NA,NA,5_yr_db_pp_repayment.ug.numerator
944,DBRR5_PP_UG_DEN,DBRR5_PP_UG_DEN,num,repayment,NA,NA,NA,5_yr_db_pp_repayment.ug.denominator
945,DBRR5_PP_UG_RT,DBRR5_PP_UG_RT,num,repayment,NA,NA,NA,5_yr_db_pp_repayment.ug.rate
946,DBRR10_PP_UG_N,DBRR10_PP_UG_N,integer,repayment,NA,NA,NA,10_yr_db_pp_repayment.ug.count
947,DBRR10_PP_UG_NUM,DBRR10_PP_UG_NUM,num,repayment,NA,NA,NA,10_yr_db_pp_repayment.ug.numerator
948,DBRR10_PP_UG_DEN,DBRR10_PP_UG_DEN,num,repayment,NA,NA,NA,10_yr_db_pp_repayment.ug.denominator
949,DBRR10_PP_UG_RT,DBRR10_PP_UG_RT,num,repayment,NA,NA,NA,10_yr_db_pp_repayment.ug.rate
950,DBRR20_PP_UG_N,DBRR20_PP_UG_N,integer,repayment,NA,NA,NA,20_yr_db_pp_repayment.ug.count
951,DBRR20_PP_UG_NUM,DBRR20_PP_UG_NUM,num,repayment,NA,NA,NA,20_yr_db_pp_repayment.ug.numerator
952,DBRR20_PP_UG_DEN,DBRR20_PP_UG_DEN,num,repayment,NA,NA,NA,20_yr_db_pp_repayment.ug.denominator
953,DBRR20_PP_UG_RT,DBRR20_PP_UG_RT,num,repayment,NA,NA,NA,20_yr_db_pp_repayment.ug.rate
954,BBRR2_FED_UG_N,BBRR2_FED_UG_N,integer,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ug.count
955,BBRR2_FED_UG_DFLT,BBRR2_FED_UG_DFLT,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ug.default
956,BBRR2_FED_UG_DLNQ,BBRR2_FED_UG_DLNQ,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ug.delinquent
957,BBRR2_FED_UG_FBR,BBRR2_FED_UG_FBR,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ug.forbearance
958,BBRR2_FED_UG_DFR,BBRR2_FED_UG_DFR,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ug.deferment
959,BBRR2_FED_UG_NOPROG,BBRR2_FED_UG_NOPROG,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ug.noprogress
960,BBRR2_FED_UG_MAKEPROG,BBRR2_FED_UG_MAKEPROG,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ug.makingprogress
961,BBRR2_FED_UG_PAIDINFULL,BBRR2_FED_UG_PAIDINFULL,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ug.fullypaid
962,BBRR2_FED_UG_DISCHARGE,BBRR2_FED_UG_DISCHARGE,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ug.discharge
963,BBRR2_FED_UGCOMP_N,BBRR2_FED_UGCOMP_N,integer,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugcomp.count
964,BBRR2_FED_UGCOMP_DFLT,BBRR2_FED_UGCOMP_DFLT,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugcomp.default
965,BBRR2_FED_UGCOMP_DLNQ,BBRR2_FED_UGCOMP_DLNQ,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugcomp.delinquent
966,BBRR2_FED_UGCOMP_FBR,BBRR2_FED_UGCOMP_FBR,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugcomp.forbearance
967,BBRR2_FED_UGCOMP_DFR,BBRR2_FED_UGCOMP_DFR,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugcomp.deferment
968,BBRR2_FED_UGCOMP_NOPROG,BBRR2_FED_UGCOMP_NOPROG,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugcomp.noprogress
969,BBRR2_FED_UGCOMP_MAKEPROG,BBRR2_FED_UGCOMP_MAKEPROG,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugcomp.makingprogress
970,BBRR2_FED_UGCOMP_PAIDINFULL,BBRR2_FED_UGCOMP_PAIDINFULL,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugcomp.fullypaid
971,BBRR2_FED_UGCOMP_DISCHARGE,BBRR2_FED_UGCOMP_DISCHARGE,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugcomp.discharge
972,BBRR2_FED_UGNOCOMP_N,BBRR2_FED_UGNOCOMP_N,integer,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugnocomp.count
973,BBRR2_FED_UGNOCOMP_DFLT,BBRR2_FED_UGNOCOMP_DFLT,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugnocomp.default
974,BBRR2_FED_UGNOCOMP_DLNQ,BBRR2_FED_UGNOCOMP_DLNQ,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugnocomp.delinquent
975,BBRR2_FED_UGNOCOMP_FBR,BBRR2_FED_UGNOCOMP_FBR,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugnocomp.forbearance
976,BBRR2_FED_UGNOCOMP_DFR,BBRR2_FED_UGNOCOMP_DFR,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugnocomp.deferment
977,BBRR2_FED_UGNOCOMP_NOPROG,BBRR2_FED_UGNOCOMP_NOPROG,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugnocomp.noprogress
978,BBRR2_FED_UGNOCOMP_MAKEPROG,BBRR2_FED_UGNOCOMP_MAKEPROG,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugnocomp.makingprogress
979,BBRR2_FED_UGNOCOMP_PAIDINFULL,BBRR2_FED_UGNOCOMP_PAIDINFULL,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugnocomp.fullypaid
980,BBRR2_FED_UGNOCOMP_DISCHARGE,BBRR2_FED_UGNOCOMP_DISCHARGE,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugnocomp.discharge
981,BBRR2_FED_UGUNK_N,BBRR2_FED_UGUNK_N,integer,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugunkcomp.count
982,BBRR2_FED_UGUNK_DFLT,BBRR2_FED_UGUNK_DFLT,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugunkcomp.default
983,BBRR2_FED_UGUNK_DLNQ,BBRR2_FED_UGUNK_DLNQ,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugunkcomp.delinquent
984,BBRR2_FED_UGUNK_FBR,BBRR2_FED_UGUNK_FBR,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugunkcomp.forbearance
985,BBRR2_FED_UGUNK_DFR,BBRR2_FED_UGUNK_DFR,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugunkcomp.deferment
986,BBRR2_FED_UGUNK_NOPROG,BBRR2_FED_UGUNK_NOPROG,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugunkcomp.noprogress
987,BBRR2_FED_UGUNK_MAKEPROG,BBRR2_FED_UGUNK_MAKEPROG,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugunkcomp.makingprogress
988,BBRR2_FED_UGUNK_PAIDINFULL,BBRR2_FED_UGUNK_PAIDINFULL,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugunkcomp.fullypaid
989,BBRR2_FED_UGUNK_DISCHARGE,BBRR2_FED_UGUNK_DISCHARGE,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.ugunkcomp.discharge
990,BBRR2_FED_GR_N,BBRR2_FED_GR_N,integer,repayment,NA,NA,NA,2_yr_bb_fed_repayment.gr.count
991,BBRR2_FED_GR_DFLT,BBRR2_FED_GR_DFLT,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.gr.default
992,BBRR2_FED_GR_DLNQ,BBRR2_FED_GR_DLNQ,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.gr.delinquent
993,BBRR2_FED_GR_FBR,BBRR2_FED_GR_FBR,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.gr.forbearance
994,BBRR2_FED_GR_DFR,BBRR2_FED_GR_DFR,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.gr.deferment
995,BBRR2_FED_GR_NOPROG,BBRR2_FED_GR_NOPROG,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.gr.noprogress
996,BBRR2_FED_GR_MAKEPROG,BBRR2_FED_GR_MAKEPROG,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.gr.makingprogress
997,BBRR2_FED_GR_PAIDINFULL,BBRR2_FED_GR_PAIDINFULL,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.gr.fullypaid
998,BBRR2_FED_GR_DISCHARGE,BBRR2_FED_GR_DISCHARGE,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.gr.discharge
999,BBRR2_FED_GRCOMP_N,BBRR2_FED_GRCOMP_N,integer,repayment,NA,NA,NA,2_yr_bb_fed_repayment.grcomp.count
1000,BBRR2_FED_GRCOMP_DFLT,BBRR2_FED_GRCOMP_DFLT,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.grcomp.default
1001,BBRR2_FED_GRCOMP_DLNQ,BBRR2_FED_GRCOMP_DLNQ,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.grcomp.delinquent
1002,BBRR2_FED_GRCOMP_FBR,BBRR2_FED_GRCOMP_FBR,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.grcomp.forbearance
1003,BBRR2_FED_GRCOMP_DFR,BBRR2_FED_GRCOMP_DFR,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.grcomp.deferment
1004,BBRR2_FED_GRCOMP_NOPROG,BBRR2_FED_GRCOMP_NOPROG,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.grcomp.noprogress
1005,BBRR2_FED_GRCOMP_MAKEPROG,BBRR2_FED_GRCOMP_MAKEPROG,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.grcomp.makingprogress
1006,BBRR2_FED_GRCOMP_PAIDINFULL,BBRR2_FED_GRCOMP_PAIDINFULL,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.grcomp.fullypaid
1007,BBRR2_FED_GRCOMP_DISCHARGE,BBRR2_FED_GRCOMP_DISCHARGE,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.grcomp.discharge
1008,BBRR2_FED_GRNOCOMP_N,BBRR2_FED_GRNOCOMP_N,integer,repayment,NA,NA,NA,2_yr_bb_fed_repayment.grnocomp.count
1009,BBRR2_FED_GRNOCOMP_DFLT,BBRR2_FED_GRNOCOMP_DFLT,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.grnocomp.default
1010,BBRR2_FED_GRNOCOMP_DLNQ,BBRR2_FED_GRNOCOMP_DLNQ,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.grnocomp.delinquent
1011,BBRR2_FED_GRNOCOMP_FBR,BBRR2_FED_GRNOCOMP_FBR,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.grnocomp.forbearance
1012,BBRR2_FED_GRNOCOMP_DFR,BBRR2_FED_GRNOCOMP_DFR,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.grnocomp.deferment
1013,BBRR2_FED_GRNOCOMP_NOPROG,BBRR2_FED_GRNOCOMP_NOPROG,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.grnocomp.noprogress
1014,BBRR2_FED_GRNOCOMP_MAKEPROG,BBRR2_FED_GRNOCOMP_MAKEPROG,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.grnocomp.makingprogress
1015,BBRR2_FED_GRNOCOMP_PAIDINFULL,BBRR2_FED_GRNOCOMP_PAIDINFULL,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.grnocomp.fullypaid
1016,BBRR2_FED_GRNOCOMP_DISCHARGE,BBRR2_FED_GRNOCOMP_DISCHARGE,num,repayment,NA,NA,NA,2_yr_bb_fed_repayment.grnocomp.discharge
1017,BBRR2_PP_UG_N,BBRR2_PP_UG_N,integer,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ug.count
1018,BBRR2_PP_UG_DFLT,BBRR2_PP_UG_DFLT,num,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ug.default
1019,BBRR2_PP_UG_DLNQ,BBRR2_PP_UG_DLNQ,num,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ug.delinquent
1020,BBRR2_PP_UG_FBR,BBRR2_PP_UG_FBR,num,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ug.forbearance
1021,BBRR2_PP_UG_DFR,BBRR2_PP_UG_DFR,num,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ug.deferment
1022,BBRR2_PP_UG_NOPROG,BBRR2_PP_UG_NOPROG,num,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ug.noprogress
1023,BBRR2_PP_UG_MAKEPROG,BBRR2_PP_UG_MAKEPROG,num,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ug.makingprogress
1024,BBRR2_PP_UG_PAIDINFULL,BBRR2_PP_UG_PAIDINFULL,num,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ug.fullypaid
1025,BBRR2_PP_UG_DISCHARGE,BBRR2_PP_UG_DISCHARGE,num,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ug.discharge
1026,BBRR2_PP_UGCOMP_N,BBRR2_PP_UGCOMP_N,integer,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ugcomp.count
1027,BBRR2_PP_UGCOMP_DFLT,BBRR2_PP_UGCOMP_DFLT,num,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ugcomp.default
1028,BBRR2_PP_UGCOMP_DLNQ,BBRR2_PP_UGCOMP_DLNQ,num,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ugcomp.delinquent
1029,BBRR2_PP_UGCOMP_FBR,BBRR2_PP_UGCOMP_FBR,num,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ugcomp.forbearance
1030,BBRR2_PP_UGCOMP_DFR,BBRR2_PP_UGCOMP_DFR,num,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ugcomp.deferment
1031,BBRR2_PP_UGCOMP_NOPROG,BBRR2_PP_UGCOMP_NOPROG,num,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ugcomp.noprogress
1032,BBRR2_PP_UGCOMP_MAKEPROG,BBRR2_PP_UGCOMP_MAKEPROG,num,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ugcomp.makingprogress
1033,BBRR2_PP_UGCOMP_PAIDINFULL,BBRR2_PP_UGCOMP_PAIDINFULL,num,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ugcomp.fullypaid
1034,BBRR2_PP_UGCOMP_DISCHARGE,BBRR2_PP_UGCOMP_DISCHARGE,num,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ugcomp.discharge
1035,BBRR2_PP_UGNOCOMP_N,BBRR2_PP_UGNOCOMP_N,integer,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ugnocomp.count
1036,BBRR2_PP_UGNOCOMP_DFLT,BBRR2_PP_UGNOCOMP_DFLT,num,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ugnocomp.default
1037,BBRR2_PP_UGNOCOMP_DLNQ,BBRR2_PP_UGNOCOMP_DLNQ,num,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ugnocomp.delinquent
1038,BBRR2_PP_UGNOCOMP_FBR,BBRR2_PP_UGNOCOMP_FBR,num,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ugnocomp.forbearance
1039,BBRR2_PP_UGNOCOMP_DFR,BBRR2_PP_UGNOCOMP_DFR,num,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ugnocomp.deferment
1040,BBRR2_PP_UGNOCOMP_NOPROG,BBRR2_PP_UGNOCOMP_NOPROG,num,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ugnocomp.noprogress
1041,BBRR2_PP_UGNOCOMP_MAKEPROG,BBRR2_PP_UGNOCOMP_MAKEPROG,num,repayment,NA,NA,NA,2_yr_bb_pp_repayment.ugnocomp.makingprogress
